,CustomerID,Age,Gender,ContractType_In_days,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn
732,2059,48.0,Male,730,26.92926494666421,1804.2607514265023,No,DSL,67,Yes,Electronic check,No
733,1762,39.0,Female,30,60.307554270022806,3256.607930581232,Yes,DSL,54,No,Credit card,Yes
734,2679,31.0,Female,365,22.31462510270638,736.3826283893105,No,No,33,No,Mailed check,Yes
735,505,71.0,Female,730,91.67247826814506,1741.777087094756,No,DSL,19,No,Mailed check,Yes
736,3172,55.0,Female,365,27.77119756888905,249.94077812000148,Yes,No,9,Yes,Mailed check,Yes
737,330,66.0,Male,730,55.83229285893832,3964.0927929846207,No,Fiber optic,71,Yes,Bank transfer,Yes
738,4456,39.0,Male,30,78.23316222340088,3520.49230005304,Yes,DSL,45,No,Bank transfer,No
739,2103,39.0,Male,730,25.85071514494364,1447.640048116844,No,Fiber optic,56,Yes,Electronic check,Yes
740,1257,79.0,Male,365,41.74168342552567,2170.567538127335,Yes,Fiber optic,52,No,Electronic check,Yes
741,2757,67.0,Female,365,81.54884193426575,244.64652580279727,Yes,DSL,3,Yes,Bank transfer,Yes
742,724,51.0,Female,730,103.1721120279918,4126.884481119672,No,Fiber optic,40,Yes,Mailed check,No
743,4868,67.0,Male,365,80.54001337505241,5235.100869378407,No,No,65,No,Credit card,Yes
744,2063,24.0,Male,365,31.865584470938995,2103.128575081974,Yes,Fiber optic,66,Yes,Credit card,Yes
745,3953,63.0,Female,30,92.87614583323835,1486.0183333318137,Yes,No,16,Yes,Credit card,No
746,888,60.0,Female,730,72.45189426558096,4129.757973138115,Yes,Fiber optic,57,No,Electronic check,No
747,569,63.0,Female,730,86.75288182241695,5378.678672989851,Yes,No,62,Yes,Electronic check,No
748,2705,38.0,Female,365,34.64707600783169,242.52953205482183,No,Fiber optic,7,Yes,Electronic check,Yes
749,4528,69.0,Female,730,72.02555846134271,1872.6645199949105,No,Fiber optic,26,No,Electronic check,Yes
750,1220,66.0,Female,30,45.13129587254437,1760.1205390292305,Yes,DSL,39,No,Credit card,Yes
751,4908,50.0,Female,365,85.01723135725108,595.1206195007576,No,Fiber optic,7,No,Electronic check,Yes
752,3009,75.0,Male,365,38.521571815056106,2234.251165273254,Yes,No,58,Yes,Bank transfer,Yes
753,4729,89.0,Male,30,56.48210422175162,3727.818878635607,No,DSL,66,No,Mailed check,No
755,1495,77.0,Female,30,72.70439968286811,3562.5155844605374,No,DSL,49,Yes,Credit card,Yes
756,3201,46.0,Female,730,82.67150801038488,3058.8457963842407,Yes,No,37,Yes,Mailed check,No
757,3701,65.0,Female,730,28.680457371463525,860.4137211439057,No,No,30,No,Credit card,Yes
758,2654,86.0,Female,30,43.33022875582914,1386.5673201865325,Yes,No,32,Yes,Credit card,Yes
759,2497,76.0,Male,365,107.70386290433044,6354.527911355496,No,No,59,Yes,Bank transfer,Yes
760,4778,56.0,Female,730,49.76114247214261,597.1337096657113,No,Fiber optic,12,Yes,Credit card,No
761,1592,81.0,Female,30,23.67281889059156,757.5302044989298,No,DSL,32,No,Mailed check,No
762,1277,76.0,Female,30,94.57821580012718,3026.50290560407,No,Fiber optic,32,Yes,Mailed check,No
763,1847,47.0,Male,730,85.01635325176437,170.03270650352874,Yes,No,2,Yes,Bank transfer,No
764,819,77.0,Female,730,119.89429619805178,959.1543695844142,No,DSL,8,No,Credit card,Yes
765,2362,45.0,Male,365,93.36440652625666,1027.0084717888233,Yes,No,11,Yes,Electronic check,No
766,1808,56.0,Male,730,51.29891824938761,1590.266465731016,Yes,DSL,31,Yes,Credit card,Yes
767,3574,53.0,Male,730,24.21277369529952,702.1704371636861,Yes,DSL,29,No,Mailed check,No
768,4597,56.0,Female,730,79.68282213652402,1593.6564427304804,No,Fiber optic,20,No,Mailed check,Yes
769,2884,52.0,Female,30,49.512604400607714,2079.529384825524,Yes,Fiber optic,42,No,Credit card,Yes
770,31,81.0,Female,30,70.8740289430142,1204.8584920312414,Yes,No,17,No,Mailed check,No
771,2096,32.0,Female,30,51.99136351403015,467.9222716262713,Yes,No,9,Yes,Bank transfer,No
772,1382,64.0,Female,365,20.506711449726225,369.12080609507206,Yes,No,18,Yes,Credit card,No
773,200,28.0,Female,30,84.17464425010574,2693.588616003384,Yes,DSL,32,No,Electronic check,No
775,3724,20.0,Female,730,105.11034459651457,5781.0689528083,No,No,55,No,Electronic check,No
776,2108,63.0,Female,365,109.63645620810968,2302.365580370303,No,DSL,21,Yes,Mailed check,Yes
777,3409,60.0,Male,30,85.28283982220019,2729.050874310406,Yes,Fiber optic,32,Yes,Electronic check,Yes
778,3328,67.0,Female,365,116.66976167943211,466.6790467177285,No,Fiber optic,4,No,Bank transfer,No
779,3371,58.0,Male,30,71.09769156255564,2275.1261300017804,Yes,DSL,32,Yes,Bank transfer,No
782,3422,68.0,Female,30,114.22006614765466,3769.262182872604,Yes,Fiber optic,33,Yes,Credit card,No
783,2686,19.0,Female,365,69.70982436773693,418.2589462064216,No,No,6,Yes,Credit card,Yes
785,875,32.0,Male,730,114.61962839485652,1833.9140543177043,Yes,No,16,Yes,Bank transfer,No
786,942,51.0,Male,730,62.5458332634434,3877.8416623334906,Yes,DSL,62,No,Credit card,Yes
787,4822,45.0,Female,30,67.04649826176023,4559.161881799696,Yes,No,68,No,Electronic check,No
788,4196,23.0,Male,30,39.94288583039568,319.5430866431654,Yes,Fiber optic,8,Yes,Credit card,No
789,2601,23.0,Female,730,39.289374368137736,2396.6518364564017,No,No,61,No,Electronic check,No
790,1164,76.0,Female,730,60.143816199886494,1744.1706697967084,No,Fiber optic,29,No,Electronic check,Yes
791,4267,21.0,Female,730,117.81568756368222,2002.8666885825976,No,Fiber optic,17,No,Bank transfer,Yes
792,3723,42.0,Female,365,95.07881764540006,1140.9458117448007,No,DSL,12,No,Electronic check,No
793,919,53.0,Male,30,103.10067889897743,1134.107467888752,Yes,No,11,Yes,Mailed check,Yes
794,1641,82.0,Male,365,108.32052018734622,649.9231211240773,No,DSL,6,Yes,Bank transfer,No
795,2621,66.0,Female,30,55.73486916645925,3344.092149987555,No,DSL,60,Yes,Credit card,Yes
796,3622,85.0,Female,365,61.115663795530665,3911.4024829139626,Yes,No,64,Yes,Mailed check,Yes
797,1852,53.0,Male,30,23.05419781497384,1152.7098907486918,No,Fiber optic,50,No,Bank transfer,Yes
798,2040,34.0,Female,730,48.18937705993324,144.5681311797997,Yes,Fiber optic,3,No,Bank transfer,Yes
799,1718,32.0,Female,30,107.1597150951561,4393.5483189014,Yes,No,41,Yes,Electronic check,No
800,169,70.0,Male,365,72.91631009556625,5104.141706689637,Yes,DSL,70,No,Electronic check,No
801,1490,75.0,Female,30,62.99397477851188,944.9096216776782,Yes,No,15,No,Mailed check,Yes
802,1237,21.0,Female,30,108.90360441332017,2178.072088266403,Yes,No,20,Yes,Mailed check,Yes
803,2257,21.0,Male,365,61.76052473023968,247.04209892095872,No,Fiber optic,4,Yes,Electronic check,Yes
804,3628,44.0,Male,365,53.85578125549794,484.7020312994815,No,DSL,9,No,Bank transfer,Yes
805,1319,59.0,Male,730,32.59778608191683,228.1845025734178,No,No,7,Yes,Credit card,Yes
806,4136,71.0,Male,365,47.08360376956658,941.6720753913316,Yes,Fiber optic,20,No,Mailed check,Yes
807,3557,80.0,Male,30,75.09622214187242,525.6735549931069,No,Fiber optic,7,Yes,Electronic check,No
808,4861,88.0,Male,730,53.30384233986733,2451.976747633897,Yes,Fiber optic,46,Yes,Credit card,No
809,2570,64.0,Male,365,61.57278992795304,1354.6013784149668,Yes,DSL,22,No,Electronic check,Yes
810,140,79.0,Female,365,68.85136399957531,3098.311379980889,No,DSL,45,No,Electronic check,Yes
811,2451,69.0,Male,730,66.35015661671852,2985.7570477523336,Yes,No,45,Yes,Mailed check,Yes
812,4269,72.0,Male,30,97.47149780111911,2534.258942829097,Yes,DSL,26,No,Bank transfer,No
813,2511,65.0,Male,30,43.034415563211454,2022.6175314709385,No,Fiber optic,47,No,Mailed check,Yes
814,4048,63.0,Male,30,90.8276825657236,272.48304769717083,No,DSL,3,Yes,Credit card,No
815,4041,21.0,Female,365,101.74495144763009,1017.4495144763008,Yes,No,10,No,Electronic check,Yes
816,181,87.0,Female,730,48.07519507463412,3413.3388502990224,Yes,DSL,71,No,Bank transfer,No
817,2457,74.0,Male,730,119.64888661768204,3589.466598530461,Yes,Fiber optic,30,Yes,Bank transfer,Yes
818,3437,79.0,Female,30,30.508559517244286,1800.0050115174129,Yes,DSL,59,Yes,Credit card,No
819,3921,22.0,Male,30,74.28108956481094,3268.3679408516814,No,Fiber optic,44,No,Mailed check,Yes
820,2723,74.0,Male,365,106.23416119638762,6055.347188194094,No,DSL,57,Yes,Bank transfer,No
821,2531,50.0,Female,30,30.74714039686813,153.73570198434064,Yes,Fiber optic,5,No,Credit card,Yes
822,2242,87.0,Male,730,61.35405227434888,981.664836389582,Yes,Fiber optic,16,Yes,Mailed check,Yes
823,3458,79.0,Male,30,89.56228028582476,4478.114014291238,No,No,50,Yes,Electronic check,No
824,1564,31.0,Male,730,109.82696496338444,4502.905563498762,Yes,Fiber optic,41,No,Credit card,No
825,4372,34.0,Female,30,79.71334852174272,2391.4004556522814,No,DSL,30,Yes,Mailed check,Yes
826,2513,20.0,Male,30,23.286272579513984,1234.1724467142412,Yes,DSL,53,No,Credit card,No
827,3733,82.0,Female,30,29.44838751789636,1943.59357618116,No,No,66,Yes,Bank transfer,No
828,2491,31.0,Female,30,114.88008296776354,4824.9634846460685,No,DSL,42,No,Bank transfer,Yes
829,3149,66.0,Male,30,49.87009013443872,2393.7643264530584,Yes,No,48,No,Electronic check,Yes
830,4471,75.0,Male,30,88.33254325358847,1678.318321818181,No,No,19,No,Bank transfer,No
831,2848,70.0,Female,30,58.5100678940517,4095.704752583619,No,No,70,No,Electronic check,No
832,1265,73.0,Female,30,53.197695216123314,2727.4730415149465,No,Fiber optic,27,Yes,Electronic check,Yes
833,2870,84.0,Male,365,20.252176170282,445.54787574620406,Yes,Fiber optic,22,No,Electronic check,Yes
834,4849,69.0,Female,730,64.01159075767737,2624.475221064772,Yes,No,41,Yes,Bank transfer,Yes
835,2050,18.0,Male,30,108.55990948498354,5862.235112189111,Yes,Fiber optic,54,No,Credit card,Yes
836,3374,23.0,Female,730,26.944782605440093,1508.9078259046453,No,No,56,Yes,Credit card,No
837,4891,83.0,Female,365,21.09069953177948,21.09069953177948,Yes,No,1,Yes,Credit card,Yes
838,1844,61.0,Female,365,100.13122648554727,801.0498118843782,Yes,Fiber optic,8,No,Credit card,No
839,1798,27.0,Male,365,69.77273764780679,209.3182129434204,Yes,DSL,3,Yes,Bank transfer,Yes
840,4534,72.0,Female,365,88.12785303147999,264.38355909444,No,DSL,3,No,Mailed check,No
841,1783,53.0,Male,30,116.54909384377848,4079.218284532247,Yes,DSL,35,No,Bank transfer,Yes
842,3960,60.0,Female,365,86.2600502880285,2242.761307488741,Yes,Fiber optic,26,Yes,Electronic check,No
843,960,66.0,Female,30,66.8751060434414,1070.0016966950625,No,No,16,Yes,Electronic check,Yes
844,2780,35.0,Female,365,104.32594806477428,3964.3860264614223,No,Fiber optic,38,Yes,Electronic check,Yes
845,2563,82.0,Male,365,77.32595702642831,3247.690195109989,Yes,DSL,42,Yes,Electronic check,No
846,786,22.0,Female,365,105.66982231275688,6445.85916107817,No,No,61,Yes,Credit card,No
847,131,23.0,Female,30,107.39994255378944,322.1998276613683,Yes,Fiber optic,3,No,Credit card,No
848,1063,35.0,Female,365,84.38472028115469,1012.6166433738564,Yes,Fiber optic,12,No,Mailed check,Yes
849,1967,38.0,Male,30,48.20676245442767,915.9284866341256,Yes,No,19,Yes,Bank transfer,No
850,3950,32.0,Male,365,106.98240088870314,320.94720266610943,No,No,3,Yes,Electronic check,Yes
851,4480,81.0,Female,730,115.28876128848596,4842.127974116411,Yes,Fiber optic,42,No,Electronic check,Yes
852,1388,64.0,Male,730,55.01615319680327,275.08076598401635,No,Fiber optic,5,No,Credit card,No
853,4917,32.0,Female,365,34.81412177223756,939.9812878504142,No,DSL,27,Yes,Mailed check,Yes
854,4666,29.0,Male,730,40.19021533999393,1366.4673215597936,Yes,No,34,Yes,Electronic check,No
855,3039,48.0,Female,365,53.34180014460165,3413.875209254505,Yes,DSL,64,Yes,Bank transfer,No
856,1278,55.0,Female,730,40.67963663576064,122.03890990728192,Yes,Fiber optic,3,Yes,Electronic check,No
857,1871,82.0,Male,365,50.96333237083931,1885.6432977210543,No,No,37,No,Credit card,No
858,1925,50.0,Male,730,32.485147843328434,1851.6534270697207,Yes,No,57,Yes,Mailed check,Yes
859,3654,59.0,Female,30,88.62867626170427,3988.290431776692,No,DSL,45,No,Mailed check,No
860,2743,52.0,Female,730,99.28649871024712,3276.454457438155,No,Fiber optic,33,Yes,Credit card,Yes
861,1131,34.0,Male,30,92.64655537935312,4632.327768967657,Yes,No,50,Yes,Electronic check,No
862,1119,42.0,Male,365,111.29854064310086,4897.135788296439,Yes,No,44,Yes,Credit card,No
863,697,31.0,Male,365,76.0642925145986,2814.3788230401483,No,DSL,37,No,Electronic check,Yes
864,1118,59.0,Male,30,69.45154569583184,2569.707190745778,No,DSL,37,Yes,Credit card,No
865,1081,34.0,Male,730,51.48008261340367,3397.685452484642,No,No,66,Yes,Electronic check,Yes
866,1170,62.0,Female,365,117.51924110715264,352.557723321458,No,Fiber optic,3,No,Mailed check,Yes
867,629,55.0,Female,730,119.49499861219418,3823.839955590214,No,Fiber optic,32,Yes,Bank transfer,Yes
868,3389,52.0,Female,30,39.6307799895408,1624.8619795711727,Yes,No,41,No,Bank transfer,No
869,3543,21.0,Male,730,77.84709230137241,2413.259861342545,No,Fiber optic,31,Yes,Credit card,Yes
870,3052,35.0,Male,30,76.13903731543726,5405.8716493960455,Yes,No,71,Yes,Bank transfer,Yes
871,2468,51.0,Female,30,93.82189055403424,4503.450746593643,Yes,DSL,48,No,Bank transfer,No
872,2174,73.0,Female,30,86.42179722788823,5271.729630901183,Yes,Fiber optic,61,No,Bank transfer,Yes
873,964,80.0,Male,730,81.705424610421,490.232547662526,Yes,Fiber optic,6,No,Mailed check,Yes
876,2154,21.0,Male,730,89.1177144577423,1069.4125734929075,Yes,Fiber optic,12,Yes,Bank transfer,Yes
877,405,50.0,Male,30,22.09829962863032,1237.504779203298,No,Fiber optic,56,Yes,Bank transfer,No
878,461,86.0,Male,30,116.1234703892189,5457.8031082932885,Yes,DSL,47,Yes,Bank transfer,Yes
879,2627,66.0,Male,365,38.57211855009675,1041.4472008526122,Yes,DSL,27,Yes,Credit card,No
880,432,53.0,Male,730,95.49268366376948,2005.3463569391588,No,DSL,21,Yes,Electronic check,Yes
881,4369,81.0,Female,30,31.58520383013676,410.6076497917779,No,Fiber optic,13,Yes,Electronic check,No
882,2062,32.0,Female,365,55.13590143317808,2701.659170225726,Yes,No,49,Yes,Bank transfer,No
883,886,53.0,Female,365,57.8353603261912,2891.76801630956,No,Fiber optic,50,No,Electronic check,No
884,1917,19.0,Female,365,62.25333548849768,3797.4534647983583,No,Fiber optic,61,No,Credit card,Yes
885,7,20.0,Male,30,88.17359520656107,2116.166284957466,No,No,24,No,Credit card,Yes
886,4437,35.0,Female,30,40.9927427279493,1557.7242236620734,No,No,38,Yes,Bank transfer,Yes
887,4089,56.0,Female,30,84.84833418701278,3733.3267042285615,No,No,44,Yes,Credit card,Yes
889,4854,51.0,Male,30,109.5327179943911,5476.635899719556,Yes,Fiber optic,50,Yes,Credit card,No
890,3754,39.0,Male,30,32.717719819187735,490.765797287816,Yes,Fiber optic,15,Yes,Mailed check,Yes
891,4647,29.0,Female,365,54.91554014678518,3844.087810274963,Yes,DSL,70,Yes,Bank transfer,No
892,1475,78.0,Male,30,90.42632868203458,1446.8212589125533,Yes,Fiber optic,16,Yes,Mailed check,Yes
893,2414,63.0,Male,365,90.97672839415536,5367.626975255166,Yes,Fiber optic,59,No,Mailed check,No
895,3,89.0,Male,730,47.402469403848585,2844.148164230915,Yes,DSL,60,No,Credit card,No
896,1397,55.0,Male,30,86.72596459823491,4596.47612370645,Yes,No,53,No,Electronic check,Yes
897,1904,62.0,Female,730,77.0570709130388,2157.597985565086,No,DSL,28,Yes,Credit card,No
898,2866,78.0,Female,30,33.392749316565485,1769.8157137779708,No,Fiber optic,53,Yes,Credit card,Yes
899,1561,58.0,Male,365,111.61108438696375,4464.443375478551,Yes,Fiber optic,40,Yes,Credit card,Yes
900,1638,22.0,Male,30,47.57462605850364,1141.7910254040871,Yes,DSL,24,Yes,Bank transfer,Yes
901,2950,36.0,Male,730,70.88214484909949,992.3500278873928,Yes,DSL,14,No,Credit card,No
902,1695,20.0,Female,30,47.13690150250564,2639.666484140316,Yes,DSL,56,No,Credit card,Yes
903,2209,80.0,Male,365,66.42669024261133,2059.2273975209514,No,DSL,31,Yes,Credit card,Yes
904,10,19.0,Male,730,37.2754646011967,1901.048694661032,Yes,Fiber optic,51,Yes,Electronic check,Yes
906,1550,38.0,Female,730,60.88114123923153,669.6925536315468,Yes,No,11,No,Bank transfer,Yes
907,3697,30.0,Female,730,39.03212231560176,663.54607936523,Yes,DSL,17,No,Mailed check,No
908,4452,87.0,Male,30,76.13690172183667,989.7797223838768,No,No,13,No,Electronic check,No
909,1389,76.0,Female,365,93.43096666086046,2709.498033164953,Yes,No,29,No,Mailed check,No
910,4455,82.0,Male,365,110.77599912404726,4763.367962334032,Yes,DSL,43,No,Credit card,No
911,3753,25.0,Female,730,20.60220403684064,885.8947735841473,No,Fiber optic,43,Yes,Credit card,Yes
912,837,80.0,Male,30,115.99849082376753,579.9924541188376,No,DSL,5,Yes,Credit card,No
913,2492,34.0,Male,730,77.45782465305712,2478.650388897828,No,Fiber optic,32,Yes,Bank transfer,Yes
914,671,59.0,Male,365,49.28128551047844,788.500568167655,No,Fiber optic,16,No,Mailed check,No
915,1671,21.0,Female,365,99.2105779414958,2480.264448537396,Yes,DSL,25,Yes,Bank transfer,Yes
916,2452,51.0,Male,30,72.19299528037601,505.35096696263207,Yes,No,7,No,Bank transfer,Yes
917,2237,86.0,Female,365,69.96906028861204,1259.4430851950167,Yes,DSL,18,Yes,Electronic check,No
918,4591,83.0,Female,365,71.17949167011912,1708.3078000828589,No,No,24,No,Electronic check,No
920,2336,39.0,Male,30,51.87038990282176,1452.370917279009,Yes,Fiber optic,28,Yes,Credit card,No
921,4374,30.0,Male,30,66.84352787070937,3141.64580992334,Yes,Fiber optic,47,Yes,Mailed check,No
922,539,64.0,Male,730,90.10671831098772,810.9604647988896,Yes,DSL,9,Yes,Electronic check,No
923,2281,33.0,Male,730,82.26878136965482,4360.245412591706,No,No,53,Yes,Mailed check,No
924,2311,66.0,Male,365,69.14782344184465,4079.721583068834,Yes,No,59,No,Credit card,No
925,4961,46.0,Male,30,117.04766464417824,585.2383232208912,No,DSL,5,No,Bank transfer,No
926,3993,65.0,Male,30,97.93658357478758,3721.590175841928,Yes,No,38,Yes,Credit card,Yes
927,4971,25.0,Female,365,84.8110587790972,5682.3409381995125,Yes,No,67,No,Mailed check,Yes
928,2729,45.0,Male,365,27.003522533116502,1188.154991457126,Yes,DSL,44,No,Credit card,No
929,2317,67.0,Male,365,51.65021399102908,3099.0128394617445,No,DSL,60,Yes,Bank transfer,No
930,1236,69.0,Male,30,70.00623265902081,1470.130885839437,No,No,21,Yes,Mailed check,No
931,464,69.0,Male,365,63.38080365183268,4056.371433717291,Yes,DSL,64,Yes,Electronic check,Yes
932,562,81.0,Female,730,28.227189067620643,1016.1788064343432,Yes,No,36,No,Mailed check,No
933,48,64.0,Male,30,99.25911401965442,3374.80987666825,Yes,No,34,Yes,Bank transfer,Yes
934,269,34.0,Male,730,96.82759477995226,5131.86252333747,No,Fiber optic,53,No,Mailed check,Yes
935,4598,48.0,Male,365,79.15102197690018,4353.30620872951,Yes,DSL,55,No,Credit card,No
936,151,76.0,Male,730,119.48498070617926,3345.579459773019,No,Fiber optic,28,Yes,Credit card,No
938,3474,27.0,Female,365,45.13189686263154,135.39569058789462,No,DSL,3,No,Mailed check,Yes
939,4816,66.0,Female,30,118.50955233397976,237.0191046679596,No,DSL,2,No,Credit card,Yes
940,1984,24.0,Female,30,84.5693868383918,5327.871370818683,No,No,63,Yes,Electronic check,Yes
941,2346,27.0,Female,30,90.09820060218269,3243.535221678577,Yes,Fiber optic,36,Yes,Credit card,Yes
942,4497,76.0,Female,365,65.81383629241397,3356.5056509131123,No,DSL,51,No,Bank transfer,Yes
943,1958,22.0,Female,730,27.890327258458218,1589.7486537321183,No,DSL,57,Yes,Credit card,No
944,296,34.0,Female,730,110.96137968829122,5659.030364102852,Yes,DSL,51,Yes,Credit card,No
945,3115,49.0,Female,730,83.15781094790866,5737.888955405698,No,Fiber optic,69,Yes,Credit card,Yes
947,1663,87.0,Female,365,65.53677335035636,1769.4928804596216,No,DSL,27,No,Mailed check,Yes
948,3400,57.0,Female,365,42.203590637046034,2532.215438222762,Yes,Fiber optic,60,No,Bank transfer,Yes
950,3605,24.0,Male,30,78.38372605023247,3762.41885041116,Yes,DSL,48,No,Bank transfer,No
952,4222,30.0,Female,30,74.47755956720238,4915.5189314353565,Yes,No,66,No,Bank transfer,No
953,879,46.0,Female,365,78.89725888763422,3313.684873280637,No,Fiber optic,42,No,Electronic check,No
954,2358,31.0,Male,365,20.80526216252812,1477.1736135394965,Yes,Fiber optic,71,Yes,Credit card,Yes
955,182,28.0,Male,730,70.7002990496172,1979.6083733892813,No,DSL,28,Yes,Bank transfer,Yes
956,1282,35.0,Female,30,67.29159709784577,3095.413466500905,Yes,No,46,No,Credit card,No
957,1079,27.0,Male,730,65.9304478991289,2373.4961243686403,Yes,Fiber optic,36,No,Bank transfer,Yes
958,1546,29.0,Female,730,70.5063784179996,1551.1403251959912,No,No,22,No,Credit card,Yes
959,499,21.0,Female,30,92.56918489147458,92.56918489147458,No,No,1,Yes,Credit card,No
960,4049,79.0,Male,730,101.78877421287493,6412.69277541112,Yes,No,63,No,Electronic check,Yes
961,2856,62.0,Female,365,112.996357578051,1129.96357578051,No,Fiber optic,10,No,Electronic check,Yes
963,2748,81.0,Male,365,72.57479140952606,4064.1883189334594,Yes,Fiber optic,56,Yes,Bank transfer,No
964,1570,52.0,Male,30,61.05329264558768,732.6395117470522,No,No,12,Yes,Mailed check,Yes
965,3276,21.0,Female,365,104.2627198862633,2189.517117611529,Yes,Fiber optic,21,Yes,Bank transfer,No
966,37,35.0,Male,730,109.54140580670196,3833.949203234569,No,Fiber optic,35,No,Mailed check,No
967,2013,69.0,Female,30,46.92845198087094,1032.4259435791607,No,No,22,No,Mailed check,No
968,762,25.0,Male,730,60.84187074986926,1155.995544247516,No,No,19,Yes,Mailed check,Yes
969,4084,88.0,Female,730,38.39784976109088,1305.52689187709,Yes,DSL,34,No,Credit card,No
970,2620,56.0,Male,30,27.812143078974422,139.06071539487212,No,Fiber optic,5,Yes,Credit card,Yes
971,2365,83.0,Female,365,119.45655682085768,597.2827841042883,No,Fiber optic,5,Yes,Bank transfer,Yes
972,1598,61.0,Female,365,86.13482063119197,3703.797287141255,Yes,Fiber optic,43,No,Bank transfer,Yes
973,4405,79.0,Male,365,64.57486230680722,2647.569354579096,Yes,DSL,41,Yes,Bank transfer,No
974,4585,70.0,Female,730,52.56145071274624,3469.055747041252,No,Fiber optic,66,Yes,Electronic check,No
975,4065,39.0,Male,730,31.48560693351765,314.8560693351765,No,Fiber optic,10,No,Mailed check,No
977,1439,28.0,Female,365,110.40817085413082,4747.551346727625,Yes,Fiber optic,43,No,Credit card,No
978,3900,86.0,Female,730,104.79625912891998,1362.3513686759595,No,DSL,13,Yes,Bank transfer,No
979,1206,66.0,Female,30,24.51090062853361,637.2834163418738,Yes,Fiber optic,26,Yes,Credit card,No
980,3638,63.0,Male,730,117.21832752385929,4571.514773430512,Yes,DSL,39,Yes,Credit card,Yes
981,4283,22.0,Female,730,111.82280556966067,4920.20344506507,No,No,44,No,Electronic check,No
982,288,63.0,Male,365,31.185994634632245,1808.7876888086705,No,Fiber optic,58,Yes,Credit card,No
983,3588,26.0,Female,730,119.40559567681136,4059.790253011586,Yes,Fiber optic,34,Yes,Credit card,Yes
984,2305,54.0,Male,365,79.71243771775491,4862.45870078305,No,Fiber optic,61,No,Mailed check,No
985,2815,22.0,Male,30,114.91321529166645,4251.7889657916585,Yes,DSL,37,No,Electronic check,Yes
986,4169,50.0,Male,30,87.66279428063,4909.11647971528,No,No,56,No,Credit card,Yes
987,2961,69.0,Female,730,64.25372157772935,3790.969573086032,No,DSL,59,No,Bank transfer,Yes
988,3321,85.0,Female,30,40.96298879513462,778.2967871075577,No,Fiber optic,19,No,Mailed check,No
989,46,61.0,Female,30,65.57133651568284,852.4273747038769,No,DSL,13,Yes,Bank transfer,No
990,2168,31.0,Male,365,67.64457362938286,3720.4515496160575,Yes,No,55,Yes,Credit card,No
991,2764,43.0,Female,730,72.2260404529016,433.3562427174096,No,Fiber optic,6,Yes,Electronic check,Yes
992,2554,65.0,Male,365,77.2473227938709,154.4946455877418,Yes,No,2,Yes,Electronic check,No
993,3395,21.0,Male,730,111.80475698814485,2683.3141677154763,Yes,Fiber optic,24,No,Electronic check,No
994,2286,73.0,Male,365,75.27057661628776,3838.799407430676,Yes,DSL,51,No,Mailed check,No
995,1039,84.0,Male,730,109.44653793150906,5253.433820712435,No,Fiber optic,48,No,Mailed check,No
996,533,38.0,Male,730,82.5866109615368,1651.732219230736,No,Fiber optic,20,Yes,Electronic check,No
997,204,48.0,Male,30,58.10706764344223,2614.8180439549,No,No,45,No,Credit card,No
998,4051,81.0,Male,365,87.51624290976669,6038.620760773902,No,No,69,No,Mailed check,Yes
999,692,18.0,Female,730,56.7999661448096,965.5994244617632,No,DSL,17,Yes,Mailed check,No
1000,2803,18.0,Female,365,49.32946532088222,2959.767919252933,Yes,Fiber optic,60,No,Credit card,No
1001,1892,85.0,Female,365,109.51471589717278,6023.309374344502,No,DSL,55,No,Electronic check,Yes
1002,3689,79.0,Male,730,21.170262681089262,338.7242028974282,Yes,Fiber optic,16,No,Credit card,Yes
1003,4449,58.0,Female,730,75.03832353083729,2626.341323579305,Yes,No,35,Yes,Electronic check,No
1004,4390,34.0,Female,730,106.30739985905736,6165.829191825326,No,No,58,No,Bank transfer,Yes
1005,261,86.0,Female,365,36.332240971430856,1671.2830846858194,Yes,No,46,Yes,Mailed check,No
1006,3915,28.0,Female,730,93.6416911776449,1591.9087500199632,No,No,17,Yes,Mailed check,Yes
1007,3206,51.0,Male,365,95.68667019578189,5454.140201159567,No,DSL,57,No,Bank transfer,No
1008,2693,29.0,Male,30,80.814294238315,1777.91447324293,No,DSL,22,No,Bank transfer,No
1009,2005,28.0,Female,365,58.54031185180196,1814.7496674058607,No,DSL,31,Yes,Mailed check,No
1010,2449,50.0,Female,730,36.30658673600635,2323.6215511044065,No,DSL,64,Yes,Mailed check,Yes
1011,4931,28.0,Female,30,50.67658206529515,50.67658206529515,Yes,Fiber optic,1,No,Mailed check,No
1012,4616,67.0,Male,365,112.71847450602093,1803.4955920963343,Yes,Fiber optic,16,No,Mailed check,No
1013,2229,21.0,Male,365,25.307278217136712,430.22372969132414,Yes,No,17,Yes,Electronic check,No
1015,231,71.0,Female,30,81.44336548350952,4397.941736109515,No,No,54,No,Bank transfer,No
1016,4125,79.0,Male,730,77.10283912504525,2313.0851737513576,Yes,DSL,30,Yes,Mailed check,No
1017,3326,30.0,Female,365,81.89464961388173,4831.784327219022,Yes,Fiber optic,59,No,Credit card,No
1018,2808,68.0,Male,365,56.87502145056203,1763.1256649674228,No,Fiber optic,31,Yes,Electronic check,No
