,CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn
908,1063,35.0,Female,One year,84.38472028115469,1012.6166433738563,Yes,Fiber optic,12,No,Mailed check,Yes
909,1967,38.0,Male,Month-to-month,48.20676245442767,915.9284866341256,Yes,No,19,Yes,Bank transfer,No
910,3950,32.0,Male,One year,106.98240088870314,320.94720266610943,No,No,3,Yes,Electronic check,Yes
911,4480,81.0,Female,Two year,115.28876128848597,4842.127974116411,Yes,Fiber optic,42,No,Electronic check,Yes
912,1388,64.0,Male,Two year,55.016153196803266,275.08076598401635,No,Fiber optic,5,No,Credit card,No
913,4917,32.0,Female,One year,34.81412177223756,939.9812878504142,No,DSL,27,Yes,Mailed check,Yes
914,4666,29.0,Male,Two year,40.19021533999393,1366.4673215597936,Yes,No,34,Yes,Electronic check,No
915,3039,48.0,Female,One year,53.34180014460165,3413.8752092545055,Yes,DSL,64,Yes,Bank transfer,No
916,1278,55.0,Female,Two year,40.679636635760644,122.03890990728193,Yes,Fiber optic,3,Yes,Electronic check,No
917,1871,82.0,Male,One year,50.96333237083931,1885.6432977210545,No,No,37,No,Credit card,No
918,1925,50.0,Male,Two year,32.485147843328434,1851.6534270697207,Yes,No,57,Yes,Mailed check,Yes
919,3654,59.0,Female,Month-to-month,88.62867626170427,3988.290431776692,No,DSL,45,No,Mailed check,No
920,2743,52.0,Female,Two year,99.28649871024712,3276.454457438155,No,Fiber optic,33,Yes,Credit card,Yes
921,1131,34.0,Male,Month-to-month,92.64655537935313,4632.327768967657,Yes,No,50,Yes,Electronic check,No
922,1119,42.0,nan,One year,111.29854064310086,4897.1357882964385,Yes,No,44,Yes,Credit card,No
923,697,31.0,Male,One year,76.0642925145986,2814.3788230401483,No,DSL,37,No,Electronic check,Yes
924,1118,59.0,Male,Month-to-month,69.45154569583184,2569.707190745778,No,DSL,37,Yes,Credit card,No
925,1081,34.0,Male,Two year,51.48008261340367,3397.685452484642,No,No,66,Yes,Electronic check,Yes
926,1170,62.0,Female,One year,117.51924110715265,352.55772332145796,No,Fiber optic,3,No,Mailed check,Yes
927,629,55.0,Female,Two year,119.49499861219418,3823.839955590214,No,Fiber optic,32,Yes,Bank transfer,Yes
928,3389,52.0,Female,Month-to-month,39.6307799895408,1624.8619795711727,Yes,No,41,No,Bank transfer,No
929,3543,21.0,Male,Two year,77.84709230137241,2413.259861342545,No,Fiber optic,31,Yes,Credit card,Yes
930,3052,35.0,Male,Month-to-month,76.13903731543726,5405.8716493960455,Yes,No,71,Yes,Bank transfer,Yes
931,2468,51.0,Female,Month-to-month,93.82189055403423,4503.450746593643,Yes,DSL,48,No,Bank transfer,No
932,2174,73.0,Female,Month-to-month,86.42179722788823,5271.729630901183,Yes,Fiber optic,61,No,Bank transfer,Yes
933,964,80.0,Male,Two year,81.705424610421,490.23254766252603,Yes,Fiber optic,6,No,Mailed check,Yes
934,1688,52.0,Female,Two year,101.23688028737807,7187.818500403843,No,No,71,Yes,Credit card,No
935,850,68.0,Female,Month-to-month,115.64007794334167,6822.764598657158,Yes,DSL,59,Yes,Mailed check,Yes
936,3538,67.0,Male,One year,70.82864397249243,3683.0894865696064,nan,DSL,52,No,Credit card,No
937,2154,21.0,Male,Two year,89.1177144577423,1069.4125734929075,Yes,Fiber optic,12,Yes,Bank transfer,Yes
938,405,50.0,Male,Month-to-month,22.09829962863032,1237.5047792032979,No,Fiber optic,56,Yes,Bank transfer,No
939,4031,,Female,One year,99.98686045285442,5399.290464454139,No,No,54,Yes,Mailed check,Yes
940,461,86.0,Male,Month-to-month,116.1234703892189,5457.8031082932885,Yes,DSL,47,Yes,Bank transfer,Yes
941,2627,66.0,Male,One year,38.57211855009675,1041.4472008526122,Yes,DSL,27,Yes,Credit card,No
942,432,53.0,Male,Two year,95.49268366376947,2005.3463569391588,No,DSL,21,Yes,Electronic check,Yes
943,4369,81.0,Female,Month-to-month,31.58520383013676,410.6076497917779,No,Fiber optic,13,Yes,Electronic check,No
944,2062,32.0,Female,One year,55.135901433178084,2701.659170225726,Yes,No,49,Yes,Bank transfer,No
945,886,53.0,Female,One year,57.8353603261912,2891.76801630956,No,Fiber optic,50,No,Electronic check,No
946,1917,19.0,Female,One year,62.253335488497676,3797.4534647983583,No,Fiber optic,61,No,Credit card,Yes
947,3716,75.0,Female,One year,81.05374273067324,972.6449127680788,nan,Fiber optic,12,No,Electronic check,Yes
948,7,20.0,Male,Month-to-month,88.17359520656107,2116.166284957466,No,No,24,No,Credit card,Yes
949,4437,35.0,Female,Month-to-month,40.9927427279493,1557.7242236620734,No,No,38,Yes,Bank transfer,Yes
950,4089,56.0,Female,Month-to-month,84.84833418701278,3733.3267042285624,No,No,44,Yes,Credit card,Yes
951,3466,79.0,Female,Two year,112.64138785836977,6533.200495785447,No,Fiber optic,58,No,Mailed check,No
952,4854,51.0,Male,Month-to-month,109.5327179943911,5476.635899719556,Yes,Fiber optic,50,Yes,Credit card,No
953,3754,39.0,Male,Month-to-month,32.717719819187735,490.76579728781604,Yes,Fiber optic,15,Yes,Mailed check,Yes
954,4647,29.0,Female,One year,54.91554014678518,3844.087810274963,Yes,DSL,70,Yes,Bank transfer,No
955,1475,78.0,Male,Month-to-month,90.42632868203458,1446.8212589125533,Yes,Fiber optic,16,Yes,Mailed check,Yes
956,2414,63.0,Male,One year,90.97672839415536,5367.626975255166,Yes,Fiber optic,59,No,Mailed check,No
957,2089,70.0,Female,One year,110.35312259127926,6731.540478068035,Yes,No,61,Yes,Electronic check,No
958,3,89.0,Male,Two year,47.402469403848585,2844.148164230915,Yes,DSL,60,No,Credit card,No
959,1397,55.0,Male,Month-to-month,86.72596459823491,4596.47612370645,Yes,No,53,No,Electronic check,Yes
960,1904,62.0,Female,Two year,77.0570709130388,2157.597985565086,No,DSL,28,Yes,Credit card,No
961,2866,78.0,Female,Month-to-month,33.392749316565485,1769.8157137779708,No,Fiber optic,53,Yes,Credit card,Yes
962,1561,58.0,Male,One year,111.61108438696377,4464.4433754785505,Yes,Fiber optic,40,Yes,Credit card,Yes
963,1638,22.0,Male,Month-to-month,47.57462605850364,1141.7910254040873,Yes,DSL,24,Yes,Bank transfer,Yes
964,2950,36.0,Male,Two year,70.88214484909949,992.3500278873928,Yes,DSL,14,No,Credit card,No
965,1695,20.0,Female,Month-to-month,47.13690150250564,2639.666484140316,Yes,DSL,56,No,Credit card,Yes
966,1661,83.0,Male,One year,43.325764145399795,909.8410470533956,Yes,Fiber optic,21,No,nan,Yes
967,2209,80.0,Male,One year,66.42669024261133,2059.2273975209514,No,DSL,31,Yes,Credit card,Yes
968,10,19.0,Male,Two year,37.2754646011967,1901.0486946610317,Yes,Fiber optic,51,Yes,Electronic check,Yes
969,146,79.0,Female,Two year,115.82984830713006,7528.940139963454,No,Fiber optic,65,Yes,Mailed check,No
970,1550,38.0,Female,Two year,60.88114123923153,669.6925536315468,Yes,No,11,No,Bank transfer,Yes
971,3697,30.0,Female,Two year,39.03212231560176,663.54607936523,Yes,DSL,17,No,Mailed check,No
972,4452,87.0,Male,Month-to-month,76.13690172183667,989.7797223838767,No,No,13,No,Electronic check,No
973,1389,76.0,Female,One year,93.43096666086046,2709.4980331649535,Yes,No,29,No,Mailed check,No
974,4455,82.0,Male,One year,110.77599912404726,4763.367962334032,Yes,DSL,43,No,Credit card,No
975,3753,25.0,Female,Two year,20.602204036840636,885.8947735841473,No,Fiber optic,43,Yes,Credit card,Yes
976,837,80.0,Male,Month-to-month,115.99849082376753,579.9924541188376,No,DSL,5,Yes,Credit card,No
977,3287,,Female,Month-to-month,33.32185940401233,1399.5180949685177,Yes,Fiber optic,42,No,Electronic check,Yes
978,2492,34.0,Male,Two year,77.45782465305712,2478.6503888978277,No,Fiber optic,32,Yes,Bank transfer,Yes
979,671,59.0,Male,One year,49.28128551047844,788.500568167655,No,Fiber optic,16,No,Mailed check,No
980,1671,21.0,Female,One year,99.21057794149581,2480.2644485373953,Yes,DSL,25,Yes,Bank transfer,Yes
981,2452,51.0,Male,Month-to-month,72.19299528037601,505.35096696263207,Yes,No,7,No,Bank transfer,Yes
982,2237,86.0,Female,One year,69.96906028861204,1259.4430851950167,Yes,DSL,18,Yes,Electronic check,No
983,4591,83.0,Female,One year,71.17949167011912,1708.3078000828589,No,No,24,No,Electronic check,No
984,3521,85.0,Male,Month-to-month,114.38047089917396,7663.491550244655,No,DSL,67,No,Electronic check,No
985,2336,39.0,Male,Month-to-month,51.870389902821756,1452.370917279009,Yes,Fiber optic,28,Yes,Credit card,No
986,4211,,Male,One year,106.4999612606053,4259.998450424212,Yes,Fiber optic,40,Yes,Credit card,Yes
987,4374,30.0,Male,Month-to-month,66.84352787070937,3141.64580992334,Yes,Fiber optic,47,Yes,Mailed check,No
988,539,64.0,Male,Two year,90.10671831098773,810.9604647988896,Yes,DSL,9,Yes,Electronic check,No
989,2281,33.0,Male,Two year,82.26878136965482,4360.245412591706,No,No,53,Yes,Mailed check,No
990,2311,66.0,Male,One year,69.14782344184465,4079.721583068834,Yes,No,59,No,Credit card,No
991,4961,46.0,Male,Month-to-month,117.04766464417824,585.2383232208912,No,DSL,5,No,Bank transfer,No
992,3993,65.0,Male,Month-to-month,97.93658357478758,3721.5901758419277,Yes,No,38,Yes,Credit card,Yes
993,4971,25.0,Female,One year,84.8110587790972,5682.3409381995125,Yes,No,67,No,Mailed check,Yes
994,2729,45.0,Male,One year,27.003522533116502,1188.154991457126,Yes,DSL,44,No,Credit card,No
995,2317,67.0,Male,One year,51.65021399102908,3099.0128394617445,No,DSL,60,Yes,Bank transfer,No
996,1236,69.0,Male,Month-to-month,70.00623265902081,1470.130885839437,No,No,21,Yes,Mailed check,No
997,464,69.0,Male,One year,63.38080365183268,4056.3714337172914,Yes,DSL,64,Yes,Electronic check,Yes
998,562,81.0,Female,Two year,28.227189067620643,1016.1788064343432,Yes,No,36,No,Mailed check,No
999,48,64.0,Male,Month-to-month,99.25911401965442,3374.80987666825,Yes,No,34,Yes,Bank transfer,Yes
1000,269,34.0,Male,Two year,96.82759477995226,5131.86252333747,No,Fiber optic,53,No,Mailed check,Yes
1001,4598,48.0,Male,One year,79.15102197690018,4353.30620872951,Yes,DSL,55,No,Credit card,No
1002,151,76.0,Male,Two year,119.48498070617926,3345.579459773019,No,Fiber optic,28,Yes,Credit card,No
1003,1856,72.0,Male,One year,102.15883614858137,6946.800858103534,Yes,DSL,68,Yes,Bank transfer,No
1004,3474,27.0,Female,One year,45.13189686263154,135.39569058789462,No,DSL,3,No,Mailed check,Yes
1005,4816,66.0,Female,Month-to-month,118.50955233397977,237.01910466795954,No,DSL,2,No,Credit card,Yes
1006,1984,24.0,Female,Month-to-month,84.5693868383918,5327.871370818683,No,No,63,Yes,Electronic check,Yes
1007,2965,67.0,Male,One year,26.344956087660357,1317.2478043830179,No,nan,50,No,Electronic check,No
1008,2346,27.0,Female,Month-to-month,90.09820060218269,3243.535221678577,Yes,Fiber optic,36,Yes,Credit card,Yes
1009,4497,76.0,Female,One year,65.81383629241397,3356.5056509131123,No,DSL,51,No,Bank transfer,Yes
1010,1958,22.0,nan,Two year,27.890327258458218,1589.7486537321183,No,DSL,57,Yes,Credit card,No
1011,296,34.0,Female,Two year,110.96137968829122,5659.030364102852,Yes,DSL,51,Yes,Credit card,No
1012,3115,49.0,Female,Two year,83.15781094790866,5737.888955405698,No,Fiber optic,69,Yes,Credit card,Yes
1013,2862,76.0,Male,One year,118.34151152664279,7455.515226178496,No,No,63,No,Bank transfer,Yes
1014,1663,87.0,Female,One year,65.53677335035636,1769.4928804596216,No,DSL,27,No,Mailed check,Yes
1015,3400,57.0,Female,One year,42.203590637046034,2532.215438222762,Yes,Fiber optic,60,No,Bank transfer,Yes
1016,165,71.0,Male,Two year,119.0384177698219,8213.650826117711,Yes,No,69,No,Bank transfer,No
1017,3605,24.0,Male,Month-to-month,78.38372605023247,3762.4188504111585,Yes,DSL,48,No,Bank transfer,No
1018,1209,31.0,Male,Two year,101.66787392759234,6608.411805293502,Yes,DSL,65,No,Electronic check,Yes
1019,4222,30.0,Female,Month-to-month,74.47755956720238,4915.5189314353565,Yes,No,66,No,Bank transfer,No
1020,879,46.0,Female,One year,78.89725888763422,3313.6848732806375,No,Fiber optic,42,No,Electronic check,No
1021,2358,31.0,Male,One year,20.80526216252812,1477.1736135394965,Yes,Fiber optic,71,Yes,Credit card,Yes
1022,182,28.0,Male,Two year,70.7002990496172,1979.6083733892815,No,DSL,28,Yes,Bank transfer,Yes
1023,1282,35.0,Female,Month-to-month,67.29159709784577,3095.413466500905,Yes,No,46,No,Credit card,No
1024,1079,27.0,Male,Two year,65.9304478991289,2373.4961243686403,Yes,Fiber optic,36,No,Bank transfer,Yes
1025,1546,29.0,Female,Two year,70.5063784179996,1551.1403251959912,No,No,22,No,Credit card,Yes
1026,499,21.0,Female,Month-to-month,92.56918489147458,92.56918489147458,No,No,1,Yes,Credit card,No
1027,4049,79.0,Male,Two year,101.78877421287493,6412.69277541112,Yes,No,63,No,Electronic check,Yes
1028,2856,62.0,Female,One year,112.99635757805099,1129.96357578051,No,Fiber optic,10,No,Electronic check,Yes
1029,4772,40.0,Female,One year,113.99832853908265,11943.264877320958,No,Fiber optic,67,Yes,Electronic check,Yes
1030,2748,81.0,Male,One year,72.57479140952606,4064.1883189334594,Yes,Fiber optic,56,Yes,Bank transfer,No
1031,1570,52.0,Male,Month-to-month,61.05329264558768,732.6395117470522,No,No,12,Yes,Mailed check,Yes
1032,3276,21.0,Female,One year,104.2627198862633,2189.517117611529,Yes,Fiber optic,21,Yes,Bank transfer,No
1033,37,35.0,Male,Two year,109.54140580670197,3833.9492032345693,No,Fiber optic,35,No,Mailed check,No
1034,2013,69.0,Female,Month-to-month,46.92845198087094,1032.4259435791607,No,No,22,No,Mailed check,No
1035,762,25.0,Male,Two year,60.84187074986926,1155.995544247516,No,No,19,Yes,Mailed check,Yes
1036,4084,88.0,Female,Two year,38.39784976109088,1305.52689187709,Yes,DSL,34,No,Credit card,No
1037,2620,56.0,Male,Month-to-month,27.812143078974422,139.06071539487212,No,Fiber optic,5,Yes,Credit card,Yes
1038,2365,83.0,Female,One year,119.45655682085767,597.2827841042883,No,Fiber optic,5,Yes,Bank transfer,Yes
1039,1598,61.0,Female,One year,86.13482063119197,3703.797287141255,Yes,Fiber optic,43,No,Bank transfer,Yes
1040,4405,79.0,Male,One year,64.57486230680722,2647.569354579096,Yes,DSL,41,Yes,Bank transfer,No
1041,4585,70.0,Female,Two year,52.56145071274624,3469.055747041252,No,Fiber optic,66,Yes,Electronic check,No
1042,4065,39.0,Male,Two year,31.485606933517655,314.8560693351765,No,Fiber optic,10,No,Mailed check,No
1043,219,20.0,Female,One year,52.667810380951224,0.0,No,No,0,No,Bank transfer,No
1044,1439,28.0,Female,One year,110.40817085413082,4747.551346727625,Yes,Fiber optic,43,No,Credit card,No
1045,3900,86.0,Female,Two year,104.79625912891998,1362.3513686759597,No,DSL,13,Yes,Bank transfer,No
1046,1206,66.0,Female,Month-to-month,24.51090062853361,637.2834163418738,Yes,Fiber optic,26,Yes,Credit card,No
1047,3638,63.0,Male,Two year,117.21832752385929,4571.514773430512,Yes,DSL,39,Yes,Credit card,Yes
1048,4283,22.0,Female,Two year,111.82280556966069,4920.20344506507,No,No,44,No,Electronic check,No
1049,3506,,Male,One year,39.15939679029951,783.1879358059903,Yes,No,20,No,Electronic check,Yes
1050,288,63.0,Male,One year,31.185994634632245,1808.7876888086703,No,Fiber optic,58,Yes,Credit card,No
1051,3588,26.0,Female,Two year,119.40559567681136,4059.790253011586,Yes,Fiber optic,34,Yes,Credit card,Yes
1052,2305,54.0,Male,One year,79.71243771775491,4862.45870078305,No,Fiber optic,61,No,Mailed check,No
1053,2815,22.0,Male,Month-to-month,114.91321529166645,4251.7889657916585,Yes,DSL,37,No,Electronic check,Yes
1054,4169,50.0,Male,Month-to-month,87.66279428063,4909.11647971528,No,No,56,No,Credit card,Yes
1055,2961,69.0,Female,Two year,64.25372157772935,3790.9695730860317,No,DSL,59,No,Bank transfer,Yes
1056,3321,85.0,Female,Month-to-month,40.96298879513462,778.2967871075577,No,Fiber optic,19,No,Mailed check,No
1057,46,61.0,Female,Month-to-month,65.57133651568284,852.4273747038769,No,DSL,13,Yes,Bank transfer,No
1058,2168,31.0,Male,One year,67.64457362938286,3720.4515496160575,Yes,No,55,Yes,Credit card,No
1059,2764,43.0,Female,Two year,72.2260404529016,433.3562427174096,No,Fiber optic,6,Yes,Electronic check,Yes
1060,2554,65.0,Male,One year,77.2473227938709,154.4946455877418,Yes,No,2,Yes,Electronic check,No
1061,3395,21.0,Male,Two year,111.80475698814485,2683.3141677154763,Yes,Fiber optic,24,No,Electronic check,No
1062,2286,73.0,Male,One year,75.27057661628776,3838.7994074306757,Yes,DSL,51,No,Mailed check,No
1063,1039,84.0,Male,Two year,109.44653793150906,5253.433820712435,No,Fiber optic,48,No,Mailed check,No
1064,533,38.0,Male,Two year,82.5866109615368,1651.732219230736,No,Fiber optic,20,Yes,Electronic check,No
1065,204,48.0,Male,Month-to-month,58.10706764344223,2614.8180439549,No,No,45,No,Credit card,No
1066,4051,81.0,Male,One year,87.51624290976669,6038.620760773902,No,No,69,No,Mailed check,Yes
1067,692,18.0,Female,Two year,56.7999661448096,965.5994244617632,No,DSL,17,Yes,Mailed check,No
1068,2803,18.0,Female,One year,49.32946532088222,2959.767919252933,Yes,Fiber optic,60,No,Credit card,No
1069,1892,85.0,Female,One year,109.51471589717278,6023.309374344502,No,DSL,55,No,Electronic check,Yes
1070,3689,79.0,Male,Two year,21.170262681089262,338.7242028974282,Yes,Fiber optic,16,No,Credit card,Yes
1071,4449,58.0,Female,Two year,75.03832353083729,2626.341323579305,Yes,No,35,Yes,Electronic check,No
1072,4390,34.0,Female,Two year,106.30739985905736,6165.829191825326,No,No,58,No,Bank transfer,Yes
1073,261,86.0,Female,One year,36.332240971430856,1671.2830846858194,Yes,No,46,Yes,Mailed check,No
1074,3915,28.0,Female,Two year,93.6416911776449,1591.9087500199632,No,No,17,Yes,Mailed check,Yes
1075,3206,51.0,Male,One year,95.68667019578189,5454.140201159567,No,DSL,57,No,Bank transfer,No
1076,2693,29.0,Male,Month-to-month,80.814294238315,1777.91447324293,No,DSL,22,No,Bank transfer,No
1077,2005,28.0,Female,One year,58.54031185180196,1814.7496674058607,No,DSL,31,Yes,Mailed check,No
1078,2449,50.0,Female,Two year,36.30658673600635,2323.6215511044065,No,DSL,64,Yes,Mailed check,Yes
1079,4931,28.0,Female,Month-to-month,50.67658206529515,50.67658206529515,Yes,Fiber optic,1,No,Mailed check,No
1080,4616,67.0,Male,One year,112.71847450602091,1803.4955920963346,Yes,Fiber optic,16,No,Mailed check,No
1081,2229,21.0,Male,One year,25.307278217136712,430.22372969132414,Yes,No,17,Yes,Electronic check,No
1082,1686,50.0,Female,Two year,111.92984383776745,6939.650317941582,Yes,No,62,Yes,Mailed check,No
1083,231,71.0,Female,Month-to-month,81.44336548350952,4397.941736109515,No,No,54,No,Bank transfer,No
1084,4125,79.0,Male,Two year,77.10283912504525,2313.0851737513576,Yes,DSL,30,Yes,Mailed check,No
1085,3326,30.0,Female,One year,81.89464961388173,4831.784327219022,Yes,Fiber optic,59,No,Credit card,No
1086,2808,68.0,Male,One year,56.87502145056203,1763.1256649674228,No,Fiber optic,31,Yes,Electronic check,No
1087,572,86.0,Male,Two year,103.07927228390741,1443.109811974704,Yes,No,14,Yes,Bank transfer,No
1088,383,65.0,Male,Month-to-month,100.75115963051489,3123.2859485459617,No,No,31,Yes,Bank transfer,Yes
1089,4000,25.0,Female,One year,37.95438707941669,2580.898321400335,Yes,DSL,68,No,Mailed check,No
1090,4761,30.0,Female,Month-to-month,96.2667816387642,3946.9380471893323,Yes,Fiber optic,41,Yes,Bank transfer,No
1091,2843,40.0,Female,One year,48.17525783417406,2119.7113447036586,Yes,DSL,44,Yes,Electronic check,Yes
1092,1737,47.0,Female,Two year,68.18908860574845,3750.3998733161648,No,DSL,55,No,Credit card,Yes
1093,3491,47.0,Male,One year,69.28543389049369,3533.5571284151783,Yes,DSL,51,Yes,Credit card,No
1094,975,46.0,Male,Month-to-month,63.33420303683231,2533.3681214732924,Yes,No,40,Yes,Credit card,Yes
1095,2498,63.0,Female,One year,24.681395723422753,1258.7511818945604,No,DSL,51,Yes,Mailed check,No
1096,900,30.0,Female,One year,102.69768772209473,616.1861263325684,Yes,Fiber optic,6,Yes,Mailed check,Yes
1097,909,26.0,Female,Month-to-month,104.12141455110532,832.9713164088425,No,Fiber optic,8,Yes,Mailed check,No
1098,1574,73.0,Female,Two year,54.01709503884896,918.2906156604323,Yes,DSL,17,No,Bank transfer,No
1099,1217,82.0,Female,Month-to-month,91.32817223822362,6118.987539960982,No,Fiber optic,67,Yes,Bank transfer,No
1100,1060,46.0,Female,Month-to-month,88.1681590112417,1498.8587031911088,No,DSL,17,Yes,Bank transfer,No
1101,1952,49.0,Female,Month-to-month,58.401502972718426,525.6135267544659,Yes,Fiber optic,9,Yes,Electronic check,Yes
1102,4129,39.0,Male,Two year,106.79797724397476,533.9898862198738,Yes,No,5,No,Bank transfer,No
1103,3884,30.0,Male,Two year,28.364309058326704,1248.029598566375,No,Fiber optic,44,Yes,Mailed check,No
1104,4521,69.0,Female,Two year,47.179375262367486,424.6143773613074,Yes,No,9,No,Mailed check,No
1105,1535,67.0,Female,Month-to-month,53.383152370207206,960.8967426637297,No,No,18,No,Electronic check,No
1106,3756,74.0,nan,Two year,44.756206688676556,2506.347574565887,No,DSL,56,No,Bank transfer,Yes
1107,294,44.0,Female,Two year,59.21281469692723,2901.427920149434,No,DSL,49,Yes,Credit card,Yes
1108,1849,39.0,Male,One year,78.33204782437709,939.9845738925251,Yes,No,12,No,Mailed check,Yes
1109,4910,,Female,Two year,27.79744235218115,1528.8593293699632,No,DSL,55,No,Mailed check,No
1110,439,40.0,Male,Two year,66.61910363289385,3863.9080107078435,No,No,58,No,Credit card,Yes
1111,3116,25.0,Male,One year,59.81492839343302,1914.0777085898567,No,No,32,No,Mailed check,No
1112,4163,57.0,Female,One year,54.167403995128296,3304.211643702826,Yes,DSL,61,No,Mailed check,Yes
1113,2245,59.0,Male,Month-to-month,65.33535379141952,3136.096981988137,No,Fiber optic,48,Yes,Mailed check,Yes
1114,103,64.0,Male,Two year,85.81974082133667,1802.21455724807,Yes,DSL,21,No,Bank transfer,Yes
1115,4774,45.0,Female,Month-to-month,81.52941190885403,2201.294121539059,No,No,27,Yes,Mailed check,Yes
1116,529,49.0,Female,One year,97.16407371953017,3595.0707276226162,Yes,No,37,No,Mailed check,Yes
1117,1980,67.0,Female,Two year,49.24044935605134,837.0876390528729,No,DSL,17,No,Credit card,No
1118,1886,82.0,Male,Two year,106.86272654795317,4060.7836088222207,No,Fiber optic,38,No,Credit card,No
1119,1033,18.0,Male,Month-to-month,42.10658650472167,2652.714949797465,Yes,Fiber optic,63,No,Electronic check,Yes
1120,4011,67.0,Female,One year,56.53195631648434,3504.981291622029,Yes,No,62,No,Electronic check,Yes
1121,1262,85.0,Male,Two year,21.760252370134495,1240.3343850976662,No,DSL,57,No,Mailed check,Yes
1122,4200,71.0,Female,One year,54.64997710168477,3278.9986261010863,No,DSL,60,Yes,Electronic check,No
1123,3906,36.0,Male,Month-to-month,49.12764918164454,1522.9571246309808,No,Fiber optic,31,No,Credit card,No
1124,2794,20.0,Female,Month-to-month,71.83981907879688,1005.7574671031563,No,No,14,No,Bank transfer,No
1125,648,51.0,Male,One year,92.1465600358349,5160.207362006754,No,No,56,No,Credit card,Yes
1126,3518,45.0,Male,Month-to-month,82.67300866887852,4298.996450781683,No,DSL,52,No,Mailed check,Yes
1127,508,56.0,Male,Month-to-month,54.207679597107074,3198.253096229317,No,Fiber optic,59,No,Bank transfer,Yes
1128,3391,50.0,Female,Month-to-month,60.08631794863805,901.2947692295708,Yes,No,15,Yes,Mailed check,No
1129,4173,71.0,Male,Two year,80.46247722022537,3057.574134368564,Yes,Fiber optic,38,Yes,Electronic check,No
1130,2018,38.0,Male,Two year,104.52517957571814,3553.8561055744167,Yes,DSL,34,Yes,Credit card,No
1131,391,27.0,Female,Month-to-month,96.89132100912617,6588.60982862058,Yes,Fiber optic,68,Yes,Mailed check,No
1132,245,34.0,Male,Two year,104.51056409802618,1776.679589666445,No,Fiber optic,17,Yes,Bank transfer,Yes
1133,968,18.0,Male,Month-to-month,76.83550459866207,2228.2296333612,Yes,Fiber optic,29,Yes,Bank transfer,No
1134,1902,59.0,Male,One year,92.40764217904032,5544.4585307424195,Yes,No,60,No,Credit card,Yes
1135,4752,77.0,Male,One year,113.91592325551193,4100.973237198429,Yes,No,36,Yes,Mailed check,Yes
1136,1595,64.0,Male,Two year,42.23861761968884,2703.2715276600857,No,Fiber optic,64,Yes,nan,Yes
1137,965,78.0,Male,Two year,33.538204330945604,536.6112692951297,No,No,16,Yes,Electronic check,No
1138,4250,81.0,Female,Two year,30.327616553190033,2001.6226925105423,Yes,No,66,No,Bank transfer,Yes
1139,2958,27.0,Female,Two year,34.712034506758464,138.84813802703385,Yes,Fiber optic,4,No,Electronic check,Yes
1140,3145,89.0,Male,One year,31.909433018675497,287.1848971680795,Yes,Fiber optic,9,Yes,Mailed check,No
1141,2769,67.0,Female,Two year,55.40658617935837,2437.8897918917683,No,DSL,44,No,Bank transfer,Yes
1142,2539,,Male,One year,43.5761512863573,1917.3506565997213,Yes,DSL,44,Yes,Bank transfer,No
1143,973,49.0,Male,Two year,104.33611288719895,2191.058370631178,No,Fiber optic,21,Yes,Mailed check,Yes
1144,3980,37.0,Male,Two year,22.09849817562847,729.2504397957396,Yes,DSL,33,No,Electronic check,No
1145,2625,26.0,Female,Month-to-month,75.57228691248918,5290.060083874242,No,No,70,No,Electronic check,Yes
1146,751,57.0,Female,Month-to-month,41.16153273493815,41.16153273493815,No,Fiber optic,1,No,Credit card,No
1147,2581,68.0,Female,Month-to-month,61.285927061707284,2451.4370824682915,No,No,40,No,Bank transfer,Yes
1148,2839,87.0,Male,Two year,23.3730107457719,257.1031182034909,Yes,Fiber optic,11,Yes,Electronic check,Yes
1149,2388,26.0,Female,Month-to-month,118.24688457866938,1537.209499522702,No,DSL,13,No,Electronic check,Yes
1150,4500,89.0,Male,One year,97.88736482559626,2251.409390988714,No,DSL,23,No,Credit card,No
1151,4886,56.0,Male,Two year,41.313847535904316,371.8246278231388,No,Fiber optic,9,Yes,Credit card,No
1152,3161,71.0,Female,Two year,36.81068612061337,2539.9373423223224,No,No,69,No,Electronic check,Yes
1153,4140,34.0,Male,One year,108.048718264694,3457.558984470208,No,Fiber optic,32,No,Mailed check,Yes
1154,1986,31.0,Female,Month-to-month,43.23237895319276,1599.598021268132,No,No,37,No,Credit card,No
1155,636,69.0,Male,One year,56.689566186537505,3798.200934498013,No,No,67,Yes,Bank transfer,Yes
1156,191,84.0,Female,Two year,97.40033129097597,3506.411926475135,Yes,Fiber optic,36,Yes,Credit card,No
1157,4349,32.0,Male,Month-to-month,86.7808571905532,4686.166288289873,Yes,Fiber optic,54,Yes,Bank transfer,Yes
1158,638,47.0,Female,One year,107.42720265915166,5693.641740935038,Yes,DSL,53,No,Bank transfer,No
1159,220,37.0,Male,Two year,44.29096718216498,3056.0767355693833,No,Fiber optic,69,No,Mailed check,Yes
1160,3101,54.0,Female,Month-to-month,117.065163304779,1755.9774495716852,Yes,Fiber optic,15,No,Mailed check,Yes
1161,1652,50.0,Female,Month-to-month,72.27857330514172,2674.3072122902436,No,DSL,37,Yes,Mailed check,No
